resolved_cited_acl_id,resolved_cited_title,total_strong_contexts,applies,background,compares_against,critiques,extends,uses,evidence_use_count,background_share,evidence_use_share,rank_by_total_strong_contexts,rank_by_evidence_use_count,rank_difference,absolute_rank_difference,reversal_type
2016.gwc-1.38,A Two-Phase Approach for Building {V}ietnamese {W}ord{N}et,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
N07-2043,A High Accuracy Method for Semi-Supervised Information Extraction,1,1,0,0,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W16-0708,Antecedent Prediction Without a Pipeline,1,0,0,0,1,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.emnlp-tutorials.4,Multi-Domain Multilingual Question Answering,1,0,0,0,1,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.findings-acl.117,{MRN}: A Locally and Globally Mention-Based Reasoning Network for Document-Level Relation Extraction,1,0,0,0,1,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.acl-long.449,Adapting Unsupervised Syntactic Parsing Methodology for Discourse Dependency Parsing,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.findings-acl.135,Pushing Paraphrase Away from Original Sentence: A Multi-Round Paraphrase Generation Approach,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2015.mtsummit-papers.12,A distributed inflection model for translating into morphologically rich languages,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2020.acl-main.45,Dice Loss for Data-imbalanced {NLP} Tasks,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2015.jeptalnrecital-court.30,Vers une typologie de liens entre contenus journalistiques,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W12-5619,Ensembling Various Dependency Parsers: Adopting Turbo Parser for {I}ndian Languages,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-3913,{NCU} {IISR} {E}nglish-{K}orean and {E}nglish-{C}hinese Named Entity Transliteration Using Different Grapheme Segmentation Approaches,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W13-3817,Abduction for Discourse Interpretation: A Probabilistic Framework,1,0,0,0,1,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.adaptnlp-1.17,An Empirical Study of Compound {PCFG}s,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.eacl-main.6,Keep Learning: Self-supervised Meta-learning for Learning from Inference,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.eacl-main.101,Automatic Data Acquisition for Event Coreference Resolution,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-4903,{POS} error detection in automatically annotated corpora,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-4913,Annotating a Large Representative Corpus of Clinical Notes for Parts of Speech,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
L18-1037,A Recorded Debating Dataset,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-3355,"{RED}, The {DCU}-{CASICT} Submission of Metrics Tasks",1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-3349,Application of Prize based on Sentence Length in Chunk-based Automatic Evaluation of Machine Translation,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-3331,Combining Domain Adaptation Approaches for Medical Text Translation,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-5804,Terminology and Knowledge Representation. {I}talian Linguistic Resources for the Archaeological Domain,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.eacl-main.194,Subword Pooling Makes a Difference,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-6305,Fine-grained semantic categorization of opinion expressions for consensus detection (Cat{\'e}gorisation s{\'e}mantique fine des expressions d{'}opinion pour la d{\'e}tection de consensus) [in {F}rench],1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-0208,A Flexible Tool for Manual Word Sense Annotation,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2020.aacl-srw.13,Making a Point: Pointer-Generator Transformers for Disjoint Vocabularies,1,0,0,0,1,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W14-1501,Post-hoc Manipulations of Vector Space Models with Application to Semantic Role Labeling,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-1517,Word Embeddings vs Word Types for Sequence Labeling: the Curious Case of {CV} Parsing,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-3210,Annotating Targets of Opinions in {A}rabic using Crowdsourcing,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.eacl-srw.21,{TMR}: Evaluating {NER} Recall on Tough Mentions,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.emnlp-demo.31,Project {D}ebater {API}s: {D}ecomposing the {AI} Grand Challenge,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-2305,Lexical Semantics and Model Theory: Together at Last?,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W13-5626,Building a Large Automatically Parsed Corpus of {F}innish,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.bsnlp-1.12,Using a Frustratingly Easy Domain and Tagset Adaptation for Creating {S}lavic Named Entity Recognition Systems,1,0,0,0,0,1,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
L14-1595,{F}reepal: A Large Collection of Deep Lexico-Syntactic Patterns for Relation Extraction,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-2922,Synthetic Text Generation for Sentiment Analysis,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
L18-1488,Rollenwechsel-{E}nglish: a large-scale semantic role corpus,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2019.gwc-1.16,Merging {D}an{N}et with {P}rinceton {W}ordnet,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-3039,Data enhancement and selection strategies for the word-level Quality Estimation,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.emnlp-main.353,Contextualize Knowledge Bases with Transformer for End-to-end Task-Oriented Dialogue Systems,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-3119,{C}hinese Semantic Role Labeling using High-quality Syntactic Knowledge,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W15-3121,{NTOU} {C}hinese Spelling Check System in Sighan-8 Bake-off,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.findings-acl.278,Enhancing Zero-shot and Few-shot Stance Detection with Commonsense Knowledge Graph,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
2021.findings-acl.28,Spatial Dependency Parsing for Semi-Structured Document Information Extraction,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
N13-1098,Differences in User Responses to a {W}izard-of-{O}z versus Automated System,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
P05-3002,Accessing {G}erma{N}et Data and Computing Semantic Relatedness,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W11-2847,The {B}remen System for the {GIVE}-2.5 Challenge,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W11-2846,Direction giving: an attempt to increase user engagement,1,0,0,1,0,0,0,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
W11-2204,Reducing the Size of the Representation for the u{DOP}-Estimate,1,0,0,0,0,0,1,1,0.0,1.0,33593.0,9125.0,24468.0,24468.0,evidence-use riser
