context_id,sentence_text,context_window_s3,resolved_cited_title,primary_candidate_intent,final_intent,final_object_type,final_relation_subtype,evidence_span,confidence,abstain,rationale_short,reviewer_correct,reviewer_notes
ctxr_bb738cd7fb5600a94f68,"Common methods applied to overcome this problem in several experiments (Solorio and Liu, 2008b; Vyas et al., 2014; Jamatia et al., 2015; Sharma et al., 2016; Schulz and Keller, 2016) are to choose between monolingual tagger outputs based on probabilities, utilising monolingual dictionaries and language models, and applying machine learning on the annotated CS data.","Solorio and Liu (2008b) show that high accuracy English and Spanish taggers achieve only 54% and 26% accuracy respectively on their data, indicating that off-the-shelf monolingual taggers are not suitable for CS text. Common methods applied to overcome this problem in several experiments (Solorio and Liu, 2008b; Vyas et al., 2014; Jamatia et al., 2015; Sharma et al., 2016; Schulz and Keller, 2016) are to choose between monolingual tagger outputs based on probabilities, utilising monolingual dictionaries and language models, and applying machine learning on the annotated CS data. One feature that deviates from standard POS tagging is language IDs, which are shown to be quite useful in previous work.",Code-Switching Ubique Est - Language Identification and Part-of-Speech Tagging for Historical Mixed Text,background,background,method,none,"Common methods applied to overcome this problem in several experiments (Solorio and Liu, 2008b; Vyas et al., 2014; Jamatia et al., 2015; Sharma et al., 2016; Schulz and Keller, 2016) are to choose between monolingual tagger outputs based on probabilities, utilising monolingual dictionaries and language models, and applying machine learning on the annotated CS data.",0.85,False,"The citation context describes common methods without specific new use or comparison, indicating background.",,
ctxr_358fba4210b6ce03bd6a,"To address this problem, techniques have been developed to automate the construction of semantic lexicons from text corpora using bootstrapping methods (Riloff and Shepherd, 1997; Roark and Charniak, 1998; Phillips and Riloff, 2002; Thelen and Riloff, 2002; Ng, 2007; McIntosh and Curran, 2009; McIntosh, 2010) , but accuracy is still far from perfect.","Furthermore, in virtually every domain, texts contain lexical variations that are often missing from dictionaries, such as acronyms, abbreviations, spelling variants, informal shorthand terms (e.g., ""abx"" for ""antibiotics""), and composite terms (e.g., ""maydecember"" or ""virus/worm""). To address this problem, techniques have been developed to automate the construction of semantic lexicons from text corpora using bootstrapping methods (Riloff and Shepherd, 1997; Roark and Charniak, 1998; Phillips and Riloff, 2002; Thelen and Riloff, 2002; Ng, 2007; McIntosh and Curran, 2009; McIntosh, 2010) , but accuracy is still far from perfect.",Reducing Semantic Drift with Bagging and Distributional Similarity,background,background,claim_or_finding,none,techniques have been developed to automate the construction of semantic lexicons from text corpora using bootstrapping methods,0.85,False,The citation is used as background to describe prior work on automating semantic lexicon construction using bootstrapping methods.,,
ctxr_cc108500769c3a707bf4,"The vast majority of previous approaches proposes supervised methods, using traditional machine learning algorithms (Somasundaran and Wiebe, 2010; Anand et al., 2011; Hasan and Ng, 2013; Faulkner, 2014; Addawood et al., 2017) and more recently, various deep neural networks architectures (Sun et al., 2018; Du et al., 2017; Dey et al., 2018; Ghosh et al., 2019) .","The vast majority of previous approaches proposes supervised methods, using traditional machine learning algorithms (Somasundaran and Wiebe, 2010; Anand et al., 2011; Hasan and Ng, 2013; Faulkner, 2014; Addawood et al., 2017) and more recently, various deep neural networks architectures (Sun et al., 2018; Du et al., 2017; Dey et al., 2018; Ghosh et al., 2019) . These approaches, most of which have been triggered by a recent SemEval shared task 3 , learn topic-specific models.",Cats Rule and Dogs Drool!: Classifying Stance in Online Debate,background,background,method,none,"using traditional machine learning algorithms (Somasundaran and Wiebe, 2010; Anand et al., 2011; Hasan and Ng, 2013; Faulkner, 2014; Addawood et al., 2017)",0.9,False,The citation provides a background on the use of supervised methods and traditional ML algorithms without discussing specific use or improvements.,,
ctxr_340139c479ca788afcb5,Socher et al. (2013b) have created a treebank which contains sentences annotated with fine-grained sentiment labels on both the phrase and sentence level.,The word with the highest similarity is chosen as the missing word placeholder. Socher et al. (2013b) have created a treebank which contains sentences annotated with fine-grained sentiment labels on both the phrase and sentence level. They show that compositional vector space models can be used to predict sentiment at these levels with high accuracy.,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,background,background,dataset_or_database,none,Socher et al. (2013b) have created a treebank which contains sentences annotated with fine-grained sentiment labels on both the phrase and sentence level.,0.85,False,"The context describes the creation of a treebank with sentiment annotations, fitting the background label.",,
ctxr_04d87781d567b93a91f1,"This agrees with previous results about historical change (Hamilton et al., 2016a; Dubossarsky and Weinshall, 2017 ), but we note that, while we cannot compare the regression coefficients directly, it appears that frequency may have a much smaller effect on semantic change in the short-term setting; however, testing this hypothesis would require further research.","Although the effect is much smaller, there is a negative relationship between semantic change and baseline frequency, f . This agrees with previous results about historical change (Hamilton et al., 2016a; Dubossarsky and Weinshall, 2017 ), but we note that, while we cannot compare the regression coefficients directly, it appears that frequency may have a much smaller effect on semantic change in the short-term setting; however, testing this hypothesis would require further research.",Outta Control: Laws of Semantic Change and Inherent Biases in Word Representation Models,critiques,background,claim_or_finding,none,"This agrees with previous results about historical change (Hamilton et al., 2016a; Dubossarsky and Weinshall, 2017 )",0.85,False,"The citation context states agreement with previous findings, indicating background.",,
ctxr_3d5f4671f3628d59de45,"Conventionally, we use 18 coarse-grained relations and binarize non-binary relations with right-branching (Sagae and Lavie, 2005) .","RST-DT annotates 385 documents (347 for training and 38 for testing) from the Wall Street Journal using Rhetorical Structure Theory (Mann and Thompson, 1988) . Conventionally, we use 18 coarse-grained relations and binarize non-binary relations with right-branching (Sagae and Lavie, 2005) . For preprocessing, we use the Stanford CoreNLP toolkit (Manning et al., 2014) to lemmatize words, get POS tags, segment sentences and syntactically parse them.",A Classifier-Based Parser with Linear Run-Time Complexity,uses,background,theory_or_concept,none,"Conventionally, we use 18 coarse-grained relations and binarize non-binary relations with right-branching (Sagae and Lavie, 2005)",0.85,False,"The citation merely explains a convention in binarizing relations and does not indicate a direct use or application; thus, it serves as background.",,
ctxr_3203d43971a319047c2d,"Instead researchers condition parsing decisions on many other features, such as parent phrase-marker, and, famously, the lexical-head of the phrase (Magerman, 1995; Collins, 1996; Collins, 1997; Johnson, 1998; Charniak, 2000; Henderson, 2003; Klein and Manning, 2003; Matsuzaki et al., 2005) (and others) .","It is by now commonplace knowledge that accurate syntactic parsing is not possible given only a context-free grammar with standard Penn Treebank (Marcus et al., 1993) labels (e.g., S, N P , etc.) (Charniak, 1996) . Instead researchers condition parsing decisions on many other features, such as parent phrase-marker, and, famously, the lexical-head of the phrase (Magerman, 1995; Collins, 1996; Collins, 1997; Johnson, 1998; Charniak, 2000; Henderson, 2003; Klein and Manning, 2003; Matsuzaki et al., 2005) (and others) .",{PCFG} Models of Linguistic Tree Representations,background,background,unknown,none,"researchers condition parsing decisions on many other features, such as parent phrase-marker, and, famously, the lexical-head of the phrase (Magerman, 1995; Collins, 1996; Collins, 1997; Johnson, 1998; Charniak, 2000; Henderson, 2003; Klein and Manning, 2003; Matsuzaki et al., 2005)",0.8,False,"The citation describes general research trends relevant to parsing decisions, fitting the background usage.",,
ctxr_e4b5e8bec419881853f9,"Unlike modifying a few local words, another commonly used textual DA way is to use a generative model to generate the entire new textual samples, including using variational autoencodes (VAEs) (Kingma and Welling, 2013; Rezende et al., 2014), generative adversarial networks (GANs) (Tanaka and Aranha, 2019), and pretrained language generation models (Radford et al., 2019; Kumar et al., 2020; Anaby-Tavor et al., 2020) .","Unlike modifying a few local words, another commonly used textual DA way is to use a generative model to generate the entire new textual samples, including using variational autoencodes (VAEs) (Kingma and Welling, 2013; Rezende et al., 2014), generative adversarial networks (GANs) (Tanaka and Aranha, 2019), and pretrained language generation models (Radford et al., 2019; Kumar et al., 2020; Anaby-Tavor et al., 2020) . Back-translation (Sennrich et al., 2016; Yu et al., 2018) is also a major way for textual DA, which uses machine translation model to translate English sentences into another language (e.g., French), and back into English.",Data Augmentation using Pre-trained Transformer Models,background,background,model,none,"using variational autoencodes (VAEs) (Kingma and Welling, 2013; Rezende et al., 2014), generative adversarial networks (GANs) (Tanaka and Aranha, 2019), and pretrained language generation models (Radford et al., 2019; Kumar et al., 2020; Anaby-Tavor et al., 2020)",0.9,False,"The context describes the use of pretrained models as a common method, indicating background intent.",,
ctxr_da26aebab1327ad320d0,"Current state of art in metaphor detection therefore tends to be ""localistic"" -the distributional profile of the target word in its immediate grammatical or collocational context in a background corpus or a database like WordNet is used to determine metaphoricity (Mason, 2004; Krishnakumaran and Zhu, 2007; Birke and Sarkar, 2006; Gedigian et al., 2006; Fass, 1991) .","Current state of art in metaphor detection therefore tends to be ""localistic"" -the distributional profile of the target word in its immediate grammatical or collocational context in a background corpus or a database like WordNet is used to determine metaphoricity (Mason, 2004; Krishnakumaran and Zhu, 2007; Birke and Sarkar, 2006; Gedigian et al., 2006; Fass, 1991) .",Catching Metaphors,background,background,unknown,none,used to determine metaphoricity,0.9,False,The citation is used to describe the state of the art in metaphor detection without specific use or critique.,,
ctxr_d949d3aef95d44f15493,"On the one hand, one got logical approaches where such a translation, usually to firstorder or even weaker logics like Natural Logic, is performed (Blackburn et al., 2006; Bos and Markert, 2005; Pulman, 2013; Mineshima et al., 2015) and on the other, approaches where this is not the case (e.g. bag of words approaches or other approaches using various machine learning techniques) (Romano et al., 2006; Glickmann et al., 2005; Hickl et al., 2005; MacCartney et al., 2008) .","At least until a few years ago, a bipartite classification of NLI accounts depending on whether a translation to an intermediate logical language was performed or not existed. On the one hand, one got logical approaches where such a translation, usually to firstorder or even weaker logics like Natural Logic, is performed (Blackburn et al., 2006; Bos and Markert, 2005; Pulman, 2013; Mineshima et al., 2015) and on the other, approaches where this is not the case (e.g. bag of words approaches or other approaches using various machine learning techniques) (Romano et al., 2006; Glickmann et al., 2005; Hickl et al., 2005; MacCartney et al., 2008) . Recently, Mineshima et al. (2015) have argued that using higher order logic can significantly increase accuracy of systems using logic, compared to those where weaker logics are used.",A Phrase-Based Alignment Model for Natural Language Inference,background,background,theory_or_concept,none,approaches using various machine learning techniques,0.9,False,"The citation describes a category of approaches without specific evaluation or application in the current paper, indicating background intent.",,
ctxr_5fc029aac0763676ad55,"Many neural models composed of a taskagnostic pre-trained word embedding layer and task-specific neural architecture have been proposed for the original ABSA task (i.e. the aspectlevel sentiment classification) (Tang et al., 2016; Wang et al., 2016; Chen et al., 2017; Liu and Zhang, 2017; Ma et al., 2017 Ma et al., , 2018b Majumder et al., 2018; He et al., 2018; Xue and Li, 2018; Wang et al., 2018; Fan et al., 2018; Huang and Carley, 2018; Li et al., 2019b) 2 , but the improvement of these models measured by the accuracy or F1 score has reached a bottleneck.","Many neural models composed of a taskagnostic pre-trained word embedding layer and task-specific neural architecture have been proposed for the original ABSA task (i.e. the aspectlevel sentiment classification) (Tang et al., 2016; Wang et al., 2016; Chen et al., 2017; Liu and Zhang, 2017; Ma et al., 2017 Ma et al., , 2018b Majumder et al., 2018; He et al., 2018; Xue and Li, 2018; Wang et al., 2018; Fan et al., 2018; Huang and Carley, 2018; Li et al., 2019b) 2 , but the improvement of these models measured by the accuracy or F1 score has reached a bottleneck. One reason is that the task-agnostic embedding layer, usually a linear layer initialized with Word2Vec (Mikolov et al., 2013) or GloVe (Pennington et al., 2014) , only provides context-independent word-level features, which is insufficient for capturing the complex semantic dependencies in the sentence.",Aspect Based Sentiment Analysis with Gated Convolutional Networks,background,background,model,none,proposed,0.95,False,"The citation is used as background information, mentioning proposed models for a task without specific usage, comparison, or critique.",,
ctxr_9df2812bf9c27d9a4050,"More recently RAG (Lewis et al., 2021) and FiD (Izacard and Grave, 2021) models have been proposed (primarily in the QA context) to ease the computational costs and limitations of these big models, especially if the supporting passage(s) needs to be retrieved from a huge unstructured corpus.","This was especially encouraged with the introduction of large pretrained generative models like GPT2 (Radford et al., 2019) , BART (Lewis et al., 2019) and T5 Figure 1 : General overview of our model based on a pretrained encoder-decoder like BART (Raffel et al., 2020) which allow leveraging their ability in conditional text generation (Zhao et al., 2020; De Bruyn et al., 2020) . More recently RAG (Lewis et al., 2021) and FiD (Izacard and Grave, 2021) models have been proposed (primarily in the QA context) to ease the computational costs and limitations of these big models, especially if the supporting passage(s) needs to be retrieved from a huge unstructured corpus. Since these models integrate the KS and RG tasks, they do not need labeled knowledge for training, although a knowledge pool of manageable size is provided often via a parametric or non-parametric retrieval module.",Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering,critiques,background,model,none,to ease the computational costs and limitations of these big models,0.85,False,"The context describes the purpose and introduction of FiD in general terms, indicating a background function without detailed critique or usage.",,
ctxr_46b7c9456fb9a909e0d5,"Structural analysis of sentences, based on a variety of syntactic formalisms (Charniak, 1996; Taylor et al., 2003; De Marneffe et al., 2006; Hockenmaier and Steedman, 2007; Nivre et al., 2016 , has been the beating heart of NLP pipelines for decades (Klein and Manning, 2003; Chen and Manning, 2014; Dozat and Manning, 2017; Kondratyuk and Straka, 2019) , establishing rather strong common belief that high-level semantic language understanding (LU) crucially depends on explicit syntax.","Structural analysis of sentences, based on a variety of syntactic formalisms (Charniak, 1996; Taylor et al., 2003; De Marneffe et al., 2006; Hockenmaier and Steedman, 2007; Nivre et al., 2016 , has been the beating heart of NLP pipelines for decades (Klein and Manning, 2003; Chen and Manning, 2014; Dozat and Manning, 2017; Kondratyuk and Straka, 2019) , establishing rather strong common belief that high-level semantic language understanding (LU) crucially depends on explicit syntax. The unprecedented success of neural language learning models based on transformer networks (Vaswani et al., 2017) , trained on unlabeled corpora via language modeling (LM) objectives (Devlin et al., 2019; Liu et al., 2019b; Clark et al., 2020 , inter alia) on a wide variety of LU tasks (Wang et al., 2018; Hu et al., 2020) , however, questions this widely accepted assumption.","75 Languages, 1 Model: Parsing {U}niversal {D}ependencies Universally",background,background,claim_or_finding,none,based on a variety of syntactic formalisms,0.85,False,"The citation context discusses structural analysis of sentences as a foundational concept, implying background.",,
ctxr_c066f888b275fd34c2b7,"Additional parsing actions (cf. (Attardi, 2006) ) have been introduced for handling non-projective dependency trees: i.e., trees that cannot be drawn in the plane without crossing edges.","Additional parsing actions (cf. (Attardi, 2006) ) have been introduced for handling non-projective dependency trees: i.e., trees that cannot be drawn in the plane without crossing edges. However, they are not needed in the experiments reported here, because in the Penn Treebank used in our experiments dependencies are extracted without considering empty nodes and the resulting trees are all projective 2 .",Experiments with a Multilanguage Non-Projective Dependency Parser,critiques,background,method,none,"Additional parsing actions (cf. (Attardi, 2006) ) have been introduced for handling non-projective dependency trees",0.88,False,The citation describes a method from the cited paper without critiquing or comparing it.,,
ctxr_4cbef8e90086ebbbc6c6,"We applied TextTiling (Hearst, 1994) to segment the messages, which is the technique used by Zhou and Hovy (2005) to summarize discussions.","We experimented with further segmenting the messages so as to narrow down the best-answer text, under the assumption that long messages probably include some less-than-useful information. We applied TextTiling (Hearst, 1994) to segment the messages, which is the technique used by Zhou and Hovy (2005) to summarize discussions. For our corpus, though, the ratio of segments to messages was only 1.03, which indicates that our messages are relatively short and coherent, and that segmenting them would not provide additional benefits.",Digesting Virtual {``}Geek{''} Culture: The Summarization of Technical {I}nternet Relay Chats,applies,background,unknown,none,which is the technique used by Zhou and Hovy (2005) to summarize discussions,0.8,False,The context describes the technique used by Zhou and Hovy without indicating application or usage by the current study.,,
ctxr_4c9d74ded3f575c859ab,"Most approaches employ Hidden Markov Model-like models (Barzilay and Lee, 2004; Ritter et al., 2010; Paul, 2012; Yang et al., 2014) which are also used in this work to model progression through conversation stages.","Unsupervised machine learning models have also been used to model conversations and segment them into speech acts, topical clusters, or stages. Most approaches employ Hidden Markov Model-like models (Barzilay and Lee, 2004; Ritter et al., 2010; Paul, 2012; Yang et al., 2014) which are also used in this work to model progression through conversation stages.",Mixed Membership {M}arkov Models for Unsupervised Conversation Modeling,background,background,method,none,"Most approaches employ Hidden Markov Model-like models (Barzilay and Lee, 2004; Ritter et al., 2010; Paul, 2012; Yang et al., 2014) which are also used in this work to model progression through conversation stages.",0.9,False,"The context describes using similar methods, indicating background usage.",,
ctxr_42823f4019841fedc7b9,"Recent studies on relation extraction have shown that supervised approaches based on either feature or kernel methods achieve state-of-the-art accuracy (Zelenko et al., 2002; Culotta and Sorensen, 2004; Zhang et al., 2006; Bunescu, 2007; Nguyen et al., 2009; Chan and Roth, 2010; Sun et al., 2011) .","Relation extraction is the task of extracting semantic relationships between entities in text, e.g. to detect an employment relationship between the person Larry Page and the company Google in the following text snippet: Google CEO Larry Page holds a press announcement at its headquarters in New York on May 21, 2012. Recent studies on relation extraction have shown that supervised approaches based on either feature or kernel methods achieve state-of-the-art accuracy (Zelenko et al., 2002; Culotta and Sorensen, 2004; Zhang et al., 2006; Bunescu, 2007; Nguyen et al., 2009; Chan and Roth, 2010; Sun et al., 2011) . However, the clear drawback of supervised methods is the need of training data, which can slow down the delivery of commercial applications in new domains: labeled data is expensive to obtain, and there is often a mismatch between the training data and the data the system will be applied to.",Exploiting Background Knowledge for Relation Extraction,background,background,claim_or_finding,none,shown that supervised approaches based on either feature or kernel methods achieve state-of-the-art accuracy,0.85,False,"The context describes findings about supervised approaches achieving high accuracy, serving as background information.",,
ctxr_3b248baa7f7be3fb3c8f,"Other models such as SVM and CRF are also used (Taskar et al., 2005; Cherry and Lin, 2006; Haghighi et al., 2009) .","Moore (2005) proposes a similar framework, but with more features and a different search method. Other models such as SVM and CRF are also used (Taskar et al., 2005; Cherry and Lin, 2006; Haghighi et al., 2009) . For alignment ensemble, Wu and Wang (2005) introduce a boosting approach, in which the labeled data is used to calculate the weight of each sub-model.",Better Word Alignments with Supervised {ITG} Models,background,background,method,none,used,0.9,False,"The citation context lists 'Haghighi et al., 2009' alongside other works to describe models used, indicating a background function.",,
ctxr_2143dfbb5249203039f4,"With more question answering (QA) datasets like SQuAD (Rajpurkar et al., 2016) that have been released recently (Trischler et al., 2016; Choi et al., 2018; Reddy et al., 2019; Yang et al., 2018) , there has been an increased interest in QG, as these datasets can not only be used for creating QA models but also for QG models.","Automatic question generation (QG) is the task of generating meaningful questions from text. With more question answering (QA) datasets like SQuAD (Rajpurkar et al., 2016) that have been released recently (Trischler et al., 2016; Choi et al., 2018; Reddy et al., 2019; Yang et al., 2018) , there has been an increased interest in QG, as these datasets can not only be used for creating QA models but also for QG models.",{C}o{QA}: A Conversational Question Answering Challenge,critiques,background,dataset_or_database,none,"With more question answering (QA) datasets like SQuAD (Rajpurkar et al., 2016) that have been released recently (Trischler et al., 2016; Choi et al., 2018; Reddy et al., 2019; Yang et al., 2018) , there has been an increased interest in QG, as these datasets can not only be used for creating QA models but also for QG models.",0.9,False,"The context describes the availability of QA datasets as background information, with no explicit critique or direct use discussed.",,
ctxr_e9cd0a30f661da6eb2c4,"The effectiveness of the MWE-aligned and chunk aligned parallel corpus is demonstrated by using the standard log-linear PB-SMT model as our baseline system: GIZA++ implementation of IBM word alignment model 4, phrase-extraction heuristics described in (Koehn et al., 2003) , minimum-error-rate training (Och, 2003) on a held-out development set, target language model trained using SRILM toolkit (Stolcke, 2002) with Kneser-Ney smoothing (Kneser and Ney, 1995) and the Moses decoder (Koehn et al., 2007) .","The effectiveness of the MWE-aligned and chunk aligned parallel corpus is demonstrated by using the standard log-linear PB-SMT model as our baseline system: GIZA++ implementation of IBM word alignment model 4, phrase-extraction heuristics described in (Koehn et al., 2003) , minimum-error-rate training (Och, 2003) on a held-out development set, target language model trained using SRILM toolkit (Stolcke, 2002) with Kneser-Ney smoothing (Kneser and Ney, 1995) and the Moses decoder (Koehn et al., 2007) .",Minimum Error Rate Training in Statistical Machine Translation,compares_against,background,method,none,"minimum-error-rate training (Och, 2003)",0.9,False,"The citation to Och (2003) is used to describe a component of the baseline system, showing use in a background capacity.",,
ctxr_e5d24f41010690e83c9a,Farber et al. (2008) used POS tags obtained from an Arabic tagger to enhance NER.,Huang (2005) used an HMMbased NE recognizer for Arabic and reported 77% F-measure on the ACE 2003 dataset. Farber et al. (2008) used POS tags obtained from an Arabic tagger to enhance NER. They reported 70% Fmeasure on the ACE 2005 dataset.,Improving {NER} in {A}rabic Using a Morphological Tagger,background,background,method,none,Farber et al. (2008) used POS tags obtained from an Arabic tagger to enhance NER.,0.85,False,"The text merely states what Farber et al. (2008) did, serving as a background citation.",,
ctxr_00875fa4a23fdd57cf72,"Our model follows the encoder-decoder architecture commonly used in state-of-the-art neural parsing models (Kitaev and Klein, 2018; Kiperwasser and Goldberg, 2016b; Cross and Huang, 2016; Chen and Manning, 2014) .","Our model follows the encoder-decoder architecture commonly used in state-of-the-art neural parsing models (Kitaev and Klein, 2018; Kiperwasser and Goldberg, 2016b; Cross and Huang, 2016; Chen and Manning, 2014) . However, we propose a very simple decoder architecture that relies only on a recursive attention mechanism of the encoded latent representation.",Constituency Parsing with a Self-Attentive Encoder,uses,background,model,none,"Our model follows the encoder-decoder architecture commonly used in state-of-the-art neural parsing models (Kitaev and Klein, 2018; Kiperwasser and Goldberg, 2016b; Cross and Huang, 2016; Chen and Manning, 2014)",0.95,False,The context describes common architecture usage; hence labeled as background.,,
ctxr_881933f27670bab95bd4,"In this section, we modify our It is also common to place layer normalization before residual connections (Wang et al., 2019; Nguyen and Salazar, 2019 ), but we follow the original transformer definition here. two constructions above to use layer normalization.","The original transformer definition performs layer normalization immediately after every residual connection. In this section, we modify our It is also common to place layer normalization before residual connections (Wang et al., 2019; Nguyen and Salazar, 2019 ), but we follow the original transformer definition here. two constructions above to use layer normalization. This modification has two steps.",Learning Deep Transformer Models for Machine Translation,extends,background,theory_or_concept,none,"It is also common to place layer normalization before residual connections (Wang et al., 2019; Nguyen and Salazar, 2019 ), but we follow the original transformer definition here.",0.85,False,"The context describes a common practice from cited works but states the authors follow a standard method, indicating a background function.",,
ctxr_e03c448f609e308dc0ea,"For nounnumber and determiner correction, we use a classification based approach to predict corrections -which is a widely used approach (Knight and Chander, 1994; Rozovskaya and Roth, 2010) .","For the shared task, we have addressed the following problems: noun-number, determiner and subject-verb agreement correction. For nounnumber and determiner correction, we use a classification based approach to predict corrections -which is a widely used approach (Knight and Chander, 1994; Rozovskaya and Roth, 2010) . For subject-verb agreement correction, we propose a new rule-based approach which applies a set of conditional rules to correct the verb group to ensure its agreement with its subject.",Generating Confusion Sets for Context-Sensitive Error Correction,applies,background,unknown,none,"which is a widely used approach (Knight and Chander, 1994; Rozovskaya and Roth, 2010)",0.85,False,"The citation is used to indicate that the approach is widely used, suggesting a background function without clear application or specific use.",,
ctxr_686afdf3ea16ab11dddd,"Finally, neural approaches build upon the encoder-decoder architecture to learn paraphrase generation models (Mallinson et al., 2017; Prakash et al., 2016) . (Prakash et al., 2016 ) uses a stacked residual LSTM network with residual connections between LSTM layers and show that their model outperforms sequence to sequence, attention-based, and bi-directional LSTM model on three datasets (PPDB, WikiAnswers, and MSCOCO). (Mallinson et al., 2017 ) introduces a neural model for multi-lingual, multi-pivot backtranslation and show that it outperforms a paraphrase model trained with a commonly used Statistical Machine Translation system (SMT) on three tasks, namely, correlation with human judgments of paraphrase quality; paraphrase and similarity detection; and sentence-level paraphrase generation. (Iyyer et al., 2018) also use backtranslation as a mean to provide training data.","In contrast, the pivot-based approach exploits bilingual data and machine translation methods to extract and generate paraphrases (Callison-Burch, 2008; Ganitkevitch and Callison-Burch, 2014; . Finally, neural approaches build upon the encoder-decoder architecture to learn paraphrase generation models (Mallinson et al., 2017; Prakash et al., 2016) . (Prakash et al., 2016 ) uses a stacked residual LSTM network with residual connections between LSTM layers and show that their model outperforms sequence to sequence, attention-based, and bi-directional LSTM model on three datasets (PPDB, WikiAnswers, and MSCOCO). (Mallinson et al., 2017 ) introduces a neural model for multi-lingual, multi-pivot backtranslation and show that it outperforms a paraphrase model trained with a commonly used Statistical Machine Translation system (SMT) on three tasks, namely, correlation with human judgments of paraphrase quality; paraphrase and similarity detection; and sentence-level paraphrase generation. (Iyyer et al., 2018) also use backtranslation as a mean to provide training data. In addition, it uses syntax to control paraphrase generation.",Adversarial Example Generation with Syntactically Controlled Paraphrase Networks,compares_against,background,model,none,also use backtranslation as a mean to provide training data.,0.8,False,The context indicates what the cited work does but lacks a comparison or specific use by the citing paper.,,
ctxr_a5872920b81cc4f7d8fa,"While previous work (Teufel et al., 2009; Athar, 2011; Athar and Teufel, 2012) record positive and negative sentiment about cited work, we record information about how cited documents are compared to each other.","NLP may be used to supplement these graphs with information about why documents are cited. While previous work (Teufel et al., 2009; Athar, 2011; Athar and Teufel, 2012) record positive and negative sentiment about cited work, we record information about how cited documents are compared to each other. CONTRASTing documents may describe different approaches or different opinions.",Sentiment Analysis of Citations using Sentence Structure-Based Features,compares_against,background,unknown,none,"previous work (Teufel et al., 2009; Athar, 2011; Athar and Teufel, 2012)",0.85,False,"The citation describes past work on sentiment analysis without explicit comparison or application in the current work, indicating a background function.",,
ctxr_fd41db369096789e0f38,"Single-modal attention (Bahdanau et al., 2014) as well as approaches that build on it, such as self attention (Xu et al., 2015; Vaswani et al., 2017) or stacked attention (Yang et al., 2016a,b; Anderson et al., 2018) , have been shown to be particularly helpful for sequence learning tasks in NLP and CV.","Inspired by the human visual system, neural machine attention allows neural networks to selectively focus on particular parts of the input, resulting in significant improvements in performance and interpretability (Correia and Colombini, 2021). Single-modal attention (Bahdanau et al., 2014) as well as approaches that build on it, such as self attention (Xu et al., 2015; Vaswani et al., 2017) or stacked attention (Yang et al., 2016a,b; Anderson et al., 2018) , have been shown to be particularly helpful for sequence learning tasks in NLP and CV. Initially, attention mechanisms were often combined with recurrent and convolutional architectures to encode the input features (Bahdanau et al., 2014; Yu et al., 2017; Tavakoli et al., 2017b; Kim et al., 2016; Lu et al., 2016; Jabri et al., 2016; .",Hierarchical Attention Networks for Document Classification,background,background,method,none,have been shown to be particularly helpful for sequence learning tasks in NLP and CV,0.9,False,"The citation context describes the cited method as part of a list of related attention mechanisms and highlights its usefulness, which aligns with typical background citation.",,
ctxr_67e1fd7b0b5c38baeac7,"Relations: Compared to relatively little research devoted to subevent identification and acquisition, significantly more research has been done for identifying and extracting several other types of event relations, especially temporal relations (Pustejovsky et al., 2003; Chklovski and Pantel, 2004; Bethard, 2013; Llorens et al., 2010; D'Souza and Ng, 2013; Chambers et al., 2014) and causal relations (Girju, 2003; Bethard and Martin, 2008; Riaz and Girju, 2010; Do et al., 2011; Riaz and Girju, 2013; Tonelli, 2014, 2016) .","Relations: Compared to relatively little research devoted to subevent identification and acquisition, significantly more research has been done for identifying and extracting several other types of event relations, especially temporal relations (Pustejovsky et al., 2003; Chklovski and Pantel, 2004; Bethard, 2013; Llorens et al., 2010; D'Souza and Ng, 2013; Chambers et al., 2014) and causal relations (Girju, 2003; Bethard and Martin, 2008; Riaz and Girju, 2010; Do et al., 2011; Riaz and Girju, 2013; Tonelli, 2014, 2016) .",Classifying Temporal Relations with Rich Linguistic Knowledge,compares_against,background,unknown,none,"significantly more research has been done for identifying and extracting several other types of event relations, especially temporal relations",0.8,False,"The context describes the general research landscape rather than any specific use, extension, or comparison.",,
ctxr_d3f626a2283febbf382d,"We used a linear Support Vector Machine (SVM) (Cortes and Vapnik, 1995) , because this was the most successful among other classification algorithms (Radial Basis Function (RBF) SVM and Random Forest (Breiman, 2001 )) for a simpler but similar binary classification task (Korkontzelos and Ananiadou, 2014) 2 .","We used a linear Support Vector Machine (SVM) (Cortes and Vapnik, 1995) , because this was the most successful among other classification algorithms (Radial Basis Function (RBF) SVM and Random Forest (Breiman, 2001 )) for a simpler but similar binary classification task (Korkontzelos and Ananiadou, 2014) 2 . We observe that the position of a message within a thread is strongly correlated with its content type.",Locating Requests among Open Source Software Communication Messages,uses,background,task,none,"for a simpler but similar binary classification task (Korkontzelos and Ananiadou, 2014)",0.85,False,The citation refers to a task from the cited work used as a background context for the experiment.,,
